year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,carrier_delay,weather_delay,scheduled_departure_time,actual_departure_time,scheduled_arrival_time,actual_arrival_time,flight_status
2020,12,OH,PSA Airlines Inc.,LEX,"Lexington, KY: Blue Grass",85.0,6.0,1.24,0.0,2.24,43.0,0.0,06:31,06:50,08:49,09:04,on-time
2020,12,OH,PSA Airlines Inc.,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",83.0,8.0,1.1,0.0,5.29,17.0,0.0,07:55,08:14,09:17,09:35,on-time
2020,12,OH,PSA Airlines Inc.,LYH,"Lynchburg, VA: Lynchburg Regional/Preston Glenn Field",17.0,1.0,0.94,0.0,0.06,16.0,0.0,08:06,08:26,09:55,10:15,delayed
2020,12,OH,PSA Airlines Inc.,MDT,"Harrisburg, PA: Harrisburg International",62.0,5.0,2.4,0.0,1.21,76.0,0.0,12:30,12:48,14:34,14:54,on-time
2020,12,OH,PSA Airlines Inc.,MEM,"Memphis, TN: Memphis International",45.0,3.0,0.7,0.0,2.3,14.0,0.0,04:52,05:11,06:13,06:31,on-time
2020,12,OH,PSA Airlines Inc.,MHT,"Manchester, NH: Manchester-Boston Regional",152.0,12.0,5.57,0.0,2.34,275.0,0.0,15:14,15:31,17:29,17:48,on-time
2020,12,OH,PSA Airlines Inc.,MKE,"Milwaukee, WI: General Mitchell International",84.0,1.0,1.0,0.0,0.0,33.0,0.0,00:04,00:19,02:10,02:27,delayed
2020,12,OH,PSA Airlines Inc.,MLB,"Melbourne, FL: Melbourne International",83.0,5.0,0.0,0.0,3.0,0.0,0.0,00:27,00:45,02:03,02:23,on-time
2020,12,OH,PSA Airlines Inc.,MOB,"Mobile, AL: Mobile Regional",19.0,1.0,1.0,0.0,0.0,20.0,0.0,12:20,12:40,14:21,14:40,delayed
2020,12,OH,PSA Airlines Inc.,MSN,"Madison, WI: Dane County Regional-Truax Field",61.0,6.0,2.0,0.0,0.0,68.0,0.0,04:21,04:37,05:44,05:59,on-time
2020,12,OH,PSA Airlines Inc.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",48.0,3.0,2.91,0.0,0.09,222.0,0.0,11:39,11:54,13:21,13:41,on-time
2020,12,OH,PSA Airlines Inc.,MYR,"Myrtle Beach, SC: Myrtle Beach International",143.0,20.0,3.91,0.0,13.86,122.0,0.0,18:01,18:17,19:21,19:40,on-time
2020,12,OH,PSA Airlines Inc.,OAJ,"Jacksonville/Camp Lejeune, NC: Albert J Ellis",91.0,8.0,4.79,0.0,0.96,207.0,0.0,02:53,03:13,04:54,05:10,on-time
2020,12,OH,PSA Airlines Inc.,OKC,"Oklahoma City, OK: Will Rogers World",21.0,1.0,0.0,0.0,1.0,0.0,0.0,09:57,10:15,11:48,12:05,delayed
2020,12,OH,PSA Airlines Inc.,OMA,"Omaha, NE: Eppley Airfield",45.0,8.0,2.45,0.0,4.54,62.0,0.0,00:30,00:48,02:40,03:00,on-time
2020,12,OH,PSA Airlines Inc.,ORF,"Norfolk, VA: Norfolk International",210.0,26.0,12.04,0.79,9.93,710.0,23.0,04:11,04:27,05:31,05:47,on-time
2020,12,OH,PSA Airlines Inc.,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",15.0,0.0,0.0,0.0,0.0,0.0,0.0,06:17,06:36,08:07,08:22,on-time
2020,12,OH,PSA Airlines Inc.,PHF,"Newport News/Williamsburg, VA: Newport News/Williamsburg International",72.0,9.0,5.14,0.0,1.02,319.0,0.0,16:28,16:47,18:14,18:29,on-time
2020,12,OH,PSA Airlines Inc.,PHL,"Philadelphia, PA: Philadelphia International",1001.0,102.0,34.62,0.16,42.94,3800.0,8.0,03:38,03:57,05:44,06:04,on-time
2020,12,OH,PSA Airlines Inc.,PIA,"Peoria, IL: General Downing - Peoria International",55.0,4.0,1.49,0.0,1.51,123.0,0.0,02:53,03:08,05:06,05:25,on-time
2020,12,OH,PSA Airlines Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",35.0,4.0,2.0,0.0,1.0,107.0,0.0,03:03,03:21,05:09,05:27,on-time
2020,12,OH,PSA Airlines Inc.,PNS,"Pensacola, FL: Pensacola International",176.0,24.0,9.98,0.01,10.05,290.0,2.0,13:45,14:00,15:15,15:32,on-time
2020,12,OH,PSA Airlines Inc.,PVD,"Providence, RI: Theodore Francis Green State",117.0,11.0,5.96,0.0,2.23,1077.0,0.0,01:54,02:10,03:26,03:46,on-time
2020,12,OH,PSA Airlines Inc.,PWM,"Portland, ME: Portland International Jetport",23.0,2.0,1.0,0.0,0.0,48.0,0.0,01:36,01:52,03:38,03:53,on-time
2020,12,OH,PSA Airlines Inc.,RAP,"Rapid City, SD: Rapid City Regional",1.0,0.0,0.0,0.0,0.0,0.0,0.0,01:21,01:36,03:30,03:48,on-time
2020,12,OH,PSA Airlines Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",69.0,9.0,4.46,0.0,0.82,199.0,0.0,06:51,07:07,08:54,09:13,on-time
2020,12,OH,PSA Airlines Inc.,RIC,"Richmond, VA: Richmond International",128.0,26.0,10.89,0.0,9.9,422.0,0.0,09:15,09:32,11:10,11:30,on-time
2020,12,OH,PSA Airlines Inc.,ROC,"Rochester, NY: Greater Rochester International",91.0,10.0,3.8,0.0,4.75,237.0,0.0,19:10,19:29,21:19,21:34,on-time
2020,12,OH,PSA Airlines Inc.,RSW,"Fort Myers, FL: Southwest Florida International",3.0,0.0,0.0,0.0,0.0,0.0,0.0,14:55,15:10,16:50,17:10,on-time
2020,12,OH,PSA Airlines Inc.,SAV,"Savannah, GA: Savannah/Hilton Head International",207.0,15.0,6.5,0.42,6.44,292.0,10.0,07:29,07:44,09:02,09:20,on-time
2020,12,OH,PSA Airlines Inc.,SBN,"South Bend, IN: South Bend International",60.0,3.0,1.75,0.0,1.25,73.0,0.0,10:07,10:27,11:57,12:14,on-time
2020,12,OH,PSA Airlines Inc.,SDF,"Louisville, KY: Louisville Muhammad Ali International",19.0,1.0,1.0,0.0,0.0,66.0,0.0,23:19,23:34,00:49,01:06,delayed
2020,12,OH,PSA Airlines Inc.,SGF,"Springfield, MO: Springfield-Branson National",62.0,2.0,2.0,0.0,0.0,92.0,0.0,10:17,10:32,12:14,12:32,on-time
2020,12,OH,PSA Airlines Inc.,SHV,"Shreveport, LA: Shreveport Regional",50.0,6.0,1.18,0.0,3.32,60.0,0.0,22:15,22:30,00:21,00:39,on-time
2020,12,OH,PSA Airlines Inc.,SRQ,"Sarasota/Bradenton, FL: Sarasota/Bradenton International",67.0,11.0,3.11,0.0,6.69,100.0,0.0,08:37,08:54,10:30,10:47,on-time
2020,12,OH,PSA Airlines Inc.,STL,"St. Louis, MO: St Louis Lambert International",48.0,5.0,3.29,0.0,1.71,80.0,0.0,07:48,08:06,09:14,09:33,on-time
2020,12,OH,PSA Airlines Inc.,SYR,"Syracuse, NY: Syracuse Hancock International",60.0,5.0,3.11,0.0,1.0,85.0,0.0,00:56,01:12,03:00,03:15,on-time
2020,12,OH,PSA Airlines Inc.,TLH,"Tallahassee, FL: Tallahassee International",71.0,9.0,1.0,0.0,5.2,22.0,0.0,13:13,13:31,15:20,15:40,on-time
2020,12,OH,PSA Airlines Inc.,TUL,"Tulsa, OK: Tulsa International",28.0,2.0,1.86,0.0,0.0,67.0,0.0,18:25,18:44,20:29,20:46,on-time
2020,12,OH,PSA Airlines Inc.,TYS,"Knoxville, TN: McGhee Tyson",147.0,20.0,8.12,0.53,6.33,268.0,9.0,08:12,08:27,10:08,10:25,on-time
2020,12,OH,PSA Airlines Inc.,VPS,"Valparaiso, FL: Eglin AFB Destin Fort Walton Beach",137.0,9.0,3.14,0.0,5.86,118.0,0.0,20:20,20:38,22:25,22:44,on-time
2020,12,OH,PSA Airlines Inc.,XNA,"Fayetteville, AR: Northwest Arkansas Regional",61.0,7.0,3.06,0.0,1.75,90.0,0.0,13:11,13:31,14:35,14:53,on-time
2020,12,OO,SkyWest Airlines Inc.,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",88.0,17.0,17.0,0.0,0.0,1079.0,0.0,15:27,15:42,17:32,17:51,on-time
2020,12,OO,SkyWest Airlines Inc.,ABI,"Abilene, TX: Abilene Regional",61.0,2.0,0.0,0.0,1.0,0.0,0.0,06:01,06:17,07:36,07:51,on-time
2020,12,OO,SkyWest Airlines Inc.,ABQ,"Albuquerque, NM: Albuquerque International Sunport",332.0,37.0,25.0,3.0,0.0,1809.0,800.0,00:04,00:21,01:40,02:00,on-time
2020,12,OO,SkyWest Airlines Inc.,ABR,"Aberdeen, SD: Aberdeen Regional",62.0,7.0,6.0,1.0,0.0,494.0,108.0,19:45,20:02,21:18,21:33,on-time
2020,12,OO,SkyWest Airlines Inc.,ACV,"Arcata/Eureka, CA: California Redwood Coast Humboldt County",67.0,4.0,4.0,0.0,0.0,134.0,0.0,04:23,04:42,06:04,06:22,on-time
2020,12,OO,SkyWest Airlines Inc.,AEX,"Alexandria, LA: Alexandria International",51.0,6.0,6.0,0.0,0.0,308.0,0.0,16:06,16:26,18:19,18:37,on-time
2020,12,OO,SkyWest Airlines Inc.,ALB,"Albany, NY: Albany International",15.0,4.0,3.0,1.0,0.0,272.0,59.0,07:07,07:26,08:58,09:17,on-time
2020,12,OO,SkyWest Airlines Inc.,ALS,"Alamosa, CO: San Luis Valley Regional/Bergman Field",53.0,3.0,2.0,1.0,0.0,63.0,232.0,15:25,15:45,17:23,17:42,on-time
2020,12,OO,SkyWest Airlines Inc.,AMA,"Amarillo, TX: Rick Husband Amarillo International",28.0,4.0,3.0,0.0,0.0,95.0,0.0,23:13,23:31,01:30,01:47,on-time
2020,12,OO,SkyWest Airlines Inc.,APN,"Alpena, MI: Alpena County Regional",53.0,9.0,7.0,2.0,0.0,492.0,211.0,11:23,11:38,13:36,13:53,on-time
2020,12,OO,SkyWest Airlines Inc.,ASE,"Aspen, CO: Aspen Pitkin County Sardy Field",599.0,165.0,65.0,12.0,43.0,3717.0,2572.0,23:59,00:18,01:21,01:40,on-time
2020,12,OO,SkyWest Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",102.0,10.0,6.0,3.0,1.0,130.0,105.0,10:00,10:19,11:20,11:38,on-time
2020,12,OO,SkyWest Airlines Inc.,ATW,"Appleton, WI: Appleton International",47.0,14.0,12.0,2.0,0.0,719.0,56.0,09:07,09:24,10:54,11:14,on-time
2020,12,OO,SkyWest Airlines Inc.,ATY,"Watertown, SD: Watertown Regional",53.0,6.0,4.0,2.0,0.0,257.0,274.0,20:04,20:19,21:43,22:03,on-time
2020,12,OO,SkyWest Airlines Inc.,AUS,"Austin, TX: Austin - Bergstrom International",109.0,18.0,13.0,2.0,1.0,511.0,148.0,11:27,11:47,12:58,13:17,on-time
2020,12,OO,SkyWest Airlines Inc.,AZO,"Kalamazoo, MI: Kalamazoo/Battle Creek International",37.0,4.0,4.0,0.0,0.0,195.0,0.0,05:03,05:22,06:27,06:47,on-time
2020,12,OO,SkyWest Airlines Inc.,BFF,"Scottsbluff, NE: Western Neb. Regional/William B. Heilig Field",53.0,9.0,6.0,0.0,0.0,1069.0,0.0,15:17,15:32,16:44,17:02,on-time
2020,12,OO,SkyWest Airlines Inc.,BFL,"Bakersfield, CA: Meadows Field",86.0,9.0,4.0,0.0,0.0,865.0,0.0,20:31,20:48,22:22,22:42,on-time
2020,12,OO,SkyWest Airlines Inc.,BGM,"Binghamton, NY: Greater Binghamton/Edwin A. Link Field",31.0,10.0,7.0,2.0,1.0,419.0,269.0,13:00,13:18,14:24,14:42,on-time
2020,12,OO,SkyWest Airlines Inc.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",107.0,21.0,16.0,1.0,0.0,673.0,46.0,01:00,01:16,02:44,03:00,on-time
2020,12,OO,SkyWest Airlines Inc.,BIL,"Billings, MT: Billings Logan International",276.0,42.0,27.0,2.0,2.0,2186.0,65.0,09:22,09:40,10:49,11:05,on-time
2020,12,OO,SkyWest Airlines Inc.,BIS,"Bismarck/Mandan, ND: Bismarck Municipal",276.0,33.0,19.0,4.0,1.0,1150.0,273.0,20:30,20:45,22:21,22:41,on-time
2020,12,OO,SkyWest Airlines Inc.,BJI,"Bemidji, MN: Bemidji Regional",62.0,16.0,12.0,4.0,0.0,689.0,1128.0,14:16,14:36,16:08,16:25,on-time
2020,12,OO,SkyWest Airlines Inc.,BMI,"Bloomington/Normal, IL: Central Il Regional Airport at Bloomington",40.0,10.0,8.0,1.0,0.0,1113.0,26.0,15:29,15:45,16:48,17:04,on-time
2020,12,OO,SkyWest Airlines Inc.,BNA,"Nashville, TN: Nashville International",397.0,59.0,38.0,5.0,2.0,1796.0,375.0,23:10,23:26,00:43,01:01,on-time
2020,12,OO,SkyWest Airlines Inc.,BOI,"Boise, ID: Boise Air Terminal",760.0,67.0,44.0,11.0,1.0,1973.0,687.0,17:18,17:35,19:09,19:28,on-time
2020,12,OO,SkyWest Airlines Inc.,BRD,"Brainerd, MN: Brainerd Lakes Regional",53.0,7.0,7.0,0.0,0.0,1776.0,0.0,12:45,13:03,14:25,14:44,on-time
2020,12,OO,SkyWest Airlines Inc.,BRO,"Brownsville, TX: Brownsville South Padre Island International",42.0,5.0,5.0,0.0,0.0,142.0,0.0,09:18,09:36,10:50,11:08,on-time
2020,12,OO,SkyWest Airlines Inc.,BTM,"Butte, MT: Bert Mooney",58.0,7.0,6.0,1.0,0.0,259.0,25.0,21:10,21:28,23:01,23:17,on-time
2020,12,OO,SkyWest Airlines Inc.,BUF,"Buffalo, NY: Buffalo Niagara International",2.0,1.0,1.0,0.0,0.0,50.0,0.0,00:54,01:11,02:54,03:14,delayed
2020,12,OO,SkyWest Airlines Inc.,BUR,"Burbank, CA: Bob Hope",260.0,18.0,13.0,1.0,0.0,562.0,51.0,20:17,20:37,22:24,22:43,on-time
2020,12,OO,SkyWest Airlines Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",27.0,4.0,3.0,0.0,0.0,202.0,0.0,06:20,06:36,07:57,08:14,on-time
2020,12,YX,Republic Airline,MSP,"Minneapolis, MN: Minneapolis-St Paul International",138.0,21.0,10.45,1.0,6.55,484.0,673.0,06:10,06:26,07:36,07:52,on-time
2020,12,YX,Republic Airline,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",191.0,17.0,7.63,1.65,6.32,329.0,64.0,13:27,13:45,15:32,15:52,on-time
2020,12,YX,Republic Airline,MTJ,"Montrose/Delta, CO: Montrose Regional",15.0,1.0,0.0,0.0,1.0,0.0,0.0,08:11,08:29,10:02,10:21,delayed
2020,12,YX,Republic Airline,MYR,"Myrtle Beach, SC: Myrtle Beach International",57.0,5.0,1.32,0.0,2.68,48.0,0.0,07:01,07:19,08:58,09:17,on-time
2020,12,YX,Republic Airline,OKC,"Oklahoma City, OK: Will Rogers World",60.0,5.0,1.23,0.8,1.08,23.0,36.0,04:34,04:53,06:27,06:47,on-time
2020,12,YX,Republic Airline,OMA,"Omaha, NE: Eppley Airfield",47.0,1.0,0.0,0.0,1.0,0.0,0.0,02:54,03:12,04:33,04:50,delayed
2020,12,YX,Republic Airline,ORD,"Chicago, IL: Chicago O'Hare International",2130.0,154.0,54.43,8.12,67.8,3937.0,493.0,06:39,06:59,08:51,09:06,on-time
2020,12,YX,Republic Airline,ORF,"Norfolk, VA: Norfolk International",156.0,19.0,6.44,1.0,9.12,456.0,126.0,02:01,02:19,03:42,04:00,on-time
2020,12,YX,Republic Airline,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",93.0,14.0,3.34,0.41,7.62,773.0,7.0,13:41,14:00,15:19,15:36,on-time
2020,12,YX,Republic Airline,PHL,"Philadelphia, PA: Philadelphia International",1304.0,135.0,28.23,2.11,67.15,1978.0,103.0,07:47,08:07,09:46,10:04,on-time
2020,12,YX,Republic Airline,PIA,"Peoria, IL: General Downing - Peoria International",15.0,1.0,0.0,0.0,0.0,0.0,0.0,02:45,03:03,04:26,04:42,delayed
2020,12,YX,Republic Airline,PIT,"Pittsburgh, PA: Pittsburgh International",574.0,37.0,14.52,0.48,15.03,1090.0,37.0,10:12,10:27,12:03,12:18,on-time
2020,12,YX,Republic Airline,PNS,"Pensacola, FL: Pensacola International",50.0,5.0,3.19,0.0,1.47,127.0,0.0,08:34,08:49,10:40,10:58,on-time
2020,12,YX,Republic Airline,PVD,"Providence, RI: Theodore Francis Green State",48.0,2.0,1.0,0.0,0.0,73.0,0.0,23:43,00:03,01:07,01:24,on-time
2020,12,YX,Republic Airline,PWM,"Portland, ME: Portland International Jetport",236.0,31.0,11.16,4.18,12.24,1614.0,720.0,18:04,18:22,20:02,20:20,on-time
2020,12,YX,Republic Airline,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",467.0,41.0,19.11,0.95,14.4,1821.0,57.0,22:28,22:43,00:25,00:45,on-time
2020,12,YX,Republic Airline,RIC,"Richmond, VA: Richmond International",193.0,19.0,8.02,1.6,6.04,533.0,99.0,03:42,04:02,05:41,05:57,on-time
2020,12,YX,Republic Airline,ROA,"Roanoke, VA: Roanoke Blacksburg Regional Woodrum Field",2.0,0.0,0.0,0.0,0.0,0.0,0.0,15:11,15:31,17:00,17:17,on-time
2020,12,YX,Republic Airline,ROC,"Rochester, NY: Greater Rochester International",47.0,1.0,0.17,0.0,0.0,4.0,0.0,11:31,11:48,13:45,14:03,delayed
2020,12,YX,Republic Airline,RSW,"Fort Myers, FL: Southwest Florida International",151.0,17.0,5.78,0.0,9.05,545.0,0.0,18:06,18:21,19:48,20:07,on-time
2020,12,YX,Republic Airline,SAT,"San Antonio, TX: San Antonio International",45.0,2.0,1.0,0.0,1.0,41.0,0.0,11:45,12:00,13:54,14:11,on-time
2020,12,YX,Republic Airline,SAV,"Savannah, GA: Savannah/Hilton Head International",175.0,10.0,2.7,1.0,4.3,65.0,869.0,03:11,03:29,04:31,04:51,on-time
2020,12,YX,Republic Airline,SDF,"Louisville, KY: Louisville Muhammad Ali International",406.0,23.0,8.52,1.71,10.18,574.0,201.0,21:11,21:28,22:57,23:12,on-time
2020,12,YX,Republic Airline,SLC,"Salt Lake City, UT: Salt Lake City International",13.0,1.0,0.0,0.0,1.0,0.0,0.0,20:25,20:45,22:36,22:56,delayed
2020,12,YX,Republic Airline,SRQ,"Sarasota/Bradenton, FL: Sarasota/Bradenton International",169.0,15.0,7.43,0.0,5.57,359.0,0.0,17:32,17:50,19:35,19:53,on-time
2020,12,YX,Republic Airline,STL,"St. Louis, MO: St Louis Lambert International",125.0,10.0,7.15,0.0,1.65,341.0,0.0,02:57,03:14,04:47,05:07,on-time
2020,12,YX,Republic Airline,SYR,"Syracuse, NY: Syracuse Hancock International",91.0,7.0,1.38,0.0,4.5,64.0,0.0,08:29,08:49,10:09,10:24,on-time
2020,12,YX,Republic Airline,TLH,"Tallahassee, FL: Tallahassee International",100.0,4.0,3.86,0.0,0.13,309.0,0.0,05:31,05:46,07:29,07:45,on-time
2020,12,YX,Republic Airline,TPA,"Tampa, FL: Tampa International",164.0,13.0,6.81,0.0,2.6,312.0,0.0,20:50,21:06,22:57,23:15,on-time
2020,12,YX,Republic Airline,TUL,"Tulsa, OK: Tulsa International",16.0,0.0,0.0,0.0,0.0,0.0,0.0,19:11,19:31,20:40,20:56,on-time
2020,12,YX,Republic Airline,TUS,"Tucson, AZ: Tucson International",17.0,0.0,0.0,0.0,0.0,0.0,0.0,09:19,09:37,10:42,10:57,on-time
2020,12,YX,Republic Airline,TVC,"Traverse City, MI: Cherry Capital",4.0,0.0,0.0,0.0,0.0,0.0,0.0,19:35,19:51,21:32,21:50,on-time
2020,12,YX,Republic Airline,TYS,"Knoxville, TN: McGhee Tyson",1.0,0.0,0.0,0.0,0.0,0.0,0.0,04:35,04:54,06:47,07:02,on-time
2020,12,YX,Republic Airline,VPS,"Valparaiso, FL: Eglin AFB Destin Fort Walton Beach",8.0,0.0,0.0,0.0,0.0,0.0,0.0,07:20,07:36,09:25,09:42,on-time
2020,12,OO,SkyWest Airlines Inc.,BZN,"Bozeman, MT: Bozeman Yellowstone International",204.0,34.0,22.0,5.0,2.0,1468.0,407.0,14:07,14:27,15:50,16:09,on-time
2020,12,OO,SkyWest Airlines Inc.,CDC,"Cedar City, UT: Cedar City Regional",53.0,3.0,3.0,0.0,0.0,94.0,0.0,15:38,15:56,17:28,17:47,on-time
2020,12,OO,SkyWest Airlines Inc.,CGI,"Cape Girardeau, MO: Cape Girardeau Regional",53.0,3.0,2.0,0.0,1.0,76.0,0.0,02:55,03:15,05:02,05:19,on-time
2020,12,OO,SkyWest Airlines Inc.,CHA,"Chattanooga, TN: Lovell Field",30.0,0.0,0.0,0.0,0.0,0.0,0.0,04:57,05:14,06:40,06:58,on-time
2020,12,OO,SkyWest Airlines Inc.,CHS,"Charleston, SC: Charleston AFB/International",33.0,8.0,7.0,0.0,0.0,286.0,0.0,15:20,15:40,16:52,17:12,on-time
2020,12,OO,SkyWest Airlines Inc.,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",264.0,45.0,31.0,4.0,0.0,2752.0,851.0,10:20,10:38,12:18,12:33,on-time
2020,12,OO,SkyWest Airlines Inc.,CIU,"Sault Ste. Marie, MI: Chippewa County International",61.0,16.0,16.0,0.0,0.0,751.0,0.0,15:56,16:12,17:40,18:00,on-time
2020,12,OO,SkyWest Airlines Inc.,CKB,"Clarksburg/Fairmont, WV: North Central West Virginia",53.0,5.0,4.0,0.0,1.0,191.0,0.0,12:25,12:40,14:10,14:27,on-time
2020,12,OO,SkyWest Airlines Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",66.0,8.0,8.0,0.0,0.0,270.0,0.0,04:34,04:53,06:18,06:34,on-time
2020,12,OO,SkyWest Airlines Inc.,CLL,"College Station/Bryan, TX: Easterwood Field",26.0,3.0,3.0,0.0,0.0,101.0,0.0,21:48,22:05,23:47,00:03,on-time
2020,12,OO,SkyWest Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",99.0,13.0,11.0,1.0,0.0,1490.0,35.0,23:28,23:43,01:25,01:43,on-time
2020,12,OO,SkyWest Airlines Inc.,CMH,"Columbus, OH: John Glenn Columbus International",95.0,20.0,19.0,0.0,0.0,978.0,0.0,06:45,07:03,08:40,08:58,on-time
2020,12,OO,SkyWest Airlines Inc.,CMX,"Hancock/Houghton, MI: Houghton County Memorial",62.0,2.0,2.0,0.0,0.0,82.0,0.0,09:44,09:59,11:41,11:57,on-time
2020,12,OO,SkyWest Airlines Inc.,CNY,"Moab, UT: Canyonlands Field",31.0,2.0,1.0,0.0,0.0,26.0,0.0,22:31,22:50,00:11,00:28,on-time
2020,12,OO,SkyWest Airlines Inc.,COD,"Cody, WY: Yellowstone Regional",50.0,7.0,5.0,0.0,0.0,113.0,0.0,17:41,17:58,19:29,19:48,on-time
2020,12,OO,SkyWest Airlines Inc.,COS,"Colorado Springs, CO: City of Colorado Springs Municipal",442.0,61.0,44.0,3.0,2.0,2587.0,232.0,12:21,12:39,14:30,14:49,on-time
2020,12,OO,SkyWest Airlines Inc.,CPR,"Casper, WY: Casper/Natrona County International",171.0,13.0,11.0,0.0,0.0,718.0,0.0,22:32,22:51,00:01,00:17,on-time
2020,12,OO,SkyWest Airlines Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",53.0,6.0,5.0,0.0,0.0,228.0,0.0,19:07,19:22,21:16,21:33,on-time
2020,12,OO,SkyWest Airlines Inc.,CYS,"Cheyenne, WY: Cheyenne Regional/Jerry Olson Field",31.0,3.0,2.0,0.0,0.0,591.0,0.0,13:21,13:38,15:16,15:32,on-time
2020,12,OO,SkyWest Airlines Inc.,DAL,"Dallas, TX: Dallas Love Field",48.0,1.0,1.0,0.0,0.0,26.0,0.0,00:42,01:00,02:31,02:49,delayed
2020,12,OO,SkyWest Airlines Inc.,DAY,"Dayton, OH: James M Cox/Dayton International",7.0,1.0,1.0,0.0,0.0,16.0,0.0,06:06,06:26,07:56,08:11,delayed
2020,12,OO,SkyWest Airlines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",53.0,2.0,0.0,0.0,1.0,0.0,0.0,08:13,08:33,10:02,10:17,on-time
2020,12,OO,SkyWest Airlines Inc.,DDC,"Dodge City, KS: Dodge City Regional",53.0,8.0,4.0,1.0,0.0,73.0,42.0,21:38,21:57,23:09,23:24,on-time
2020,12,OO,SkyWest Airlines Inc.,DEC,"Decatur, IL: Decatur Airport",53.0,5.0,2.0,0.0,0.0,72.0,0.0,20:04,20:20,21:50,22:07,on-time
2020,12,OO,SkyWest Airlines Inc.,DEN,"Denver, CO: Denver International",5707.0,1075.0,697.0,63.0,187.0,55215.0,9357.0,01:42,01:57,03:33,03:53,on-time
2020,12,OO,SkyWest Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",1800.0,381.0,186.0,22.0,12.0,15376.0,1868.0,05:53,06:09,07:12,07:30,on-time
2020,12,OO,SkyWest Airlines Inc.,DIK,"Dickinson, ND: Dickinson - Theodore Roosevelt Regional",30.0,7.0,6.0,0.0,0.0,266.0,0.0,16:01,16:20,17:58,18:17,on-time
2020,12,OO,SkyWest Airlines Inc.,DRO,"Durango, CO: Durango La Plata County",282.0,27.0,16.0,1.0,1.0,510.0,40.0,07:17,07:33,08:58,09:15,on-time
2020,12,OO,SkyWest Airlines Inc.,DSM,"Des Moines, IA: Des Moines International",163.0,24.0,14.0,0.0,1.0,765.0,0.0,06:19,06:37,08:33,08:51,on-time
2020,12,OO,SkyWest Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",1709.0,264.0,196.0,59.0,3.0,18785.0,8267.0,11:31,11:48,13:31,13:47,on-time
2020,12,OO,SkyWest Airlines Inc.,DVL,"Devils Lake, ND: Devils Lake Regional",53.0,6.0,1.0,2.0,0.0,21.0,82.0,13:01,13:16,14:30,14:50,on-time
2020,12,OO,SkyWest Airlines Inc.,EAR,"Kearney, NE: Kearney Regional",61.0,9.0,8.0,0.0,0.0,229.0,0.0,17:44,18:02,19:45,20:05,on-time
2020,12,OO,SkyWest Airlines Inc.,EAU,"Eau Claire, WI: Chippewa Valley Regional",62.0,1.0,1.0,0.0,0.0,45.0,0.0,08:48,09:03,10:18,10:34,delayed
2020,12,OO,SkyWest Airlines Inc.,EGE,"Eagle, CO: Eagle County Regional",149.0,25.0,6.0,3.0,9.0,485.0,182.0,08:56,09:13,10:53,11:11,on-time
2020,12,OO,SkyWest Airlines Inc.,EKO,"Elko, NV: Elko Regional",56.0,5.0,3.0,1.0,1.0,64.0,695.0,14:50,15:10,17:01,17:16,on-time
2020,12,OO,SkyWest Airlines Inc.,ELP,"El Paso, TX: El Paso International",100.0,20.0,18.0,1.0,0.0,658.0,73.0,22:32,22:48,00:09,00:26,on-time
2020,12,OO,SkyWest Airlines Inc.,ESC,"Escanaba, MI: Delta County",53.0,7.0,6.0,1.0,0.0,1218.0,17.0,21:00,21:18,23:10,23:26,on-time
2020,12,OO,SkyWest Airlines Inc.,EUG,"Eugene, OR: Mahlon Sweet Field",381.0,35.0,19.0,8.0,1.0,780.0,734.0,05:32,05:50,07:48,08:05,on-time
2020,12,OO,SkyWest Airlines Inc.,FAI,"Fairbanks, AK: Fairbanks International",31.0,4.0,3.0,1.0,0.0,109.0,165.0,08:34,08:54,10:54,11:14,on-time
2020,12,OO,SkyWest Airlines Inc.,FAR,"Fargo, ND: Hector International",135.0,22.0,18.0,3.0,0.0,1519.0,197.0,05:23,05:41,07:37,07:53,on-time
